#Compiled by SeeTweet 2.1.7b.
#Search performed at 2013-10-13 14:56
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: y'all
source,city,state,lat,long,uid,tid,center,incl
knowncity,houston,unk,29.76,-95.38,21338657,389506906412163072,0,1
citystate,houston,tx,29.7632836,-95.3632715,312101319,389506869443579904,0,1
citystate,college park,ga,31.197452,-81.4831564,182884753,389506843547951104,0,1
citystate,coral springs,fl,26.271192,-80.2706044,210726671,389506839747891200,0,1
citystate,manhattan,ny,40.7834345,-73.9662495,415651022,389506838183833600,0,1
knowncity,charlotte,unk,35.23,-80.84,30810806,389506811268956160,0,1
citystate,lexington,ky,37.9886892,-84.4777153,128005536,389506799495176192,0,1
knowncity,houston,unk,29.76,-95.38,134577891,389506789772783616,0,1
knowncity,philly,unk,39.95,-75.17,37014983,389506785260105728,0,1
knowncity,baton rouge,unk,30.45,-91.14,1123839613,389506775483162625,0,1
citystate,austin,tx,30.267153,-97.7430608,30156886,389506773419163649,0,1
ut,unk,unk,33.823862,-84.362495,80723850,389506749671411712,0,1
citystate,houston,tx,29.7632836,-95.3632715,1010181746,389506741895176192,0,1
citystate,austin,tx,30.267153,-97.7430608,490917565,389506739575345152,0,1
geo,unk,unk,32.86109961,-111.67639223,338035140,389506725599920128,0,1
citystate,lexington,ky,37.9886892,-84.4777153,294977915,389506718709067776,0,1
knowncity,atl,unk,33.75,-84.39,206769003,389506703596593152,0,1
knowncity,louisville,unk,38.25,-85.76,170374546,389506696118566912,0,1
knowncity,miami gardens,unk,25.78,-80.22,35891146,389506694931554305,0,1
citystate,wilmington,nc,34.2257256,-77.9447102,1438997527,389506674618560512,0,1
citystate,rockwall,tx,32.9312336,-96.4597089,1319407478,389506664669265920,0,1
knowncity,philadelphia,unk,39.95,-75.17,565786302,389506663612682240,0,1
citystate,charlottesville,va,38.0293059,-78.4766781,158227794,389506663449108482,0,1
citystate,dallas,tx,32.7830556,-96.8066667,1321136900,389506661318012928,0,1
citystate,lake charles,la,30.2265949,-93.2173759,432018145,389506656339390464,0,1
knowncity,chicago  fl,unk,41.88,-87.62,593026049,389506653554769920,0,1
knowncity,atlanta,unk,33.75,-84.39,43658351,389506644859568128,0,1
geo,unk,unk,29.95031497,-90.06510298,347372806,389506636353523712,0,1
geo,unk,unk,33.21120013,-97.15551341,729798709,389506630494085121,0,1
citystate,washington,dc,38.8951118,-77.0363658,21461121,389506629135110144,0,1
citystate,houston,tx,29.7632836,-95.3632715,26102798,389506626602151936,0,1
geo,unk,unk,39.31373533,-76.66117139,264580071,389506625343856640,0,1
citystate,starkville,ms,33.4503998,-88.8183872,496569511,389506622780747776,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,617877400,389506617806700547,0,1
citystate,washington,dc,38.8951118,-77.0363658,329914848,389506610026274816,0,1
geo,unk,unk,29.97028309,-90.38290425,432824676,389506579759788033,0,1
geo,unk,unk,38.80497173,-76.9579091,324119980,389506579277828096,0,1
citystate,baltimore,md,39.2903848,-76.6121893,706393881,389506563247202304,0,1
knowncity,philadelphia,unk,39.95,-75.17,565786302,389506562181832704,0,1
citystate,brooklyn,ny,40.6501038,-73.9495823,401173339,389506552110911488,0,1
knowncity,chicago,unk,41.88,-87.62,171982512,389506549162733568,0,1
citystate,new orleans,la,29.9546482,-90.075072,335120845,389506547706916864,0,1
citystate,lafayette,la,30.2240897,-92.0198427,439630906,389506541935923200,0,1
citystate,washington,dc,38.8951118,-77.0363658,104338111,389506533090148353,0,1
citystate,lumberton,nc,34.6182199,-79.0086425,556379191,389506531060101121,0,1
citystate,detroit,mi,42.331427,-83.0457538,564207935,389506518199959552,0,1
knowncity,san antonio,unk,29.42,-98.5,461514238,389506507898753024,0,1
geo,unk,unk,37.73149145,-85.88842976,508136988,389506500508794881,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506480296058880,0,1
geo,unk,unk,33.4518383,-94.1231359,420655405,389506465066536960,0,1
geo,unk,unk,31.08590457,-97.76233693,292920764,389506460092080128,0,1
citystate,nashville,tn,36.1658899,-86.7844432,702362982,389506458846769152,0,1
knowncity,brooklyn,unk,40.69,-73.99,269560095,389506455453597696,0,1
geo,unk,unk,30.3951796,-87.2545595,440975702,389506436424040448,0,1
knowncity,grand rapids,unk,42.96,-85.66,116791410,389506436016787456,0,1
citystate,huntsville,al,34.7303688,-86.5861037,120484127,389506433655779328,0,1
citystate,twinsburg,oh,41.3125552,-81.4401129,211264054,389506427297234944,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,481505699,389506423966937090,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506419956789248,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,331886665,389506416492298242,0,1
geo,unk,unk,39.973569,-75.227003,256375555,389506414714294272,0,1
knowncity,new york city,unk,40.72,-74,428659031,389506407202316289,0,1
geo,unk,unk,33.07377592,-96.75938289,853614054,389506406467907584,0,1
citystate,brooklyn,ny,40.6501038,-73.9495823,1918013510,389506401980403712,0,1
citystate,woodruff,sc,34.7395701,-82.0370466,731515668,389506383621914624,0,1
citystate,scottsdale,az,33.5092103,-111.8990327,632237935,389506380480004096,0,1
geo,unk,unk,35.99648299,-87.96211023,543142503,389506368958242816,0,1
citystate,houston,tx,29.7632836,-95.3632715,920282186,389506360829681665,0,1
citystate,fort worth,tx,32.725409,-97.3208496,579627035,389506356530520064,0,1
knowncity,baton rouge,unk,30.45,-91.14,24341552,389506346560679936,0,1
citystate,twinsburg,oh,41.3125552,-81.4401129,211264054,389506342207365120,0,1
citystate,panama city,fl,30.1588129,-85.6602058,1144253634,389506336419241984,0,1
knowncity,new orleans,unk,29.97,-90.05,14172645,389506335886172160,0,1
citystate,dallas,tx,32.7830556,-96.8066667,627464903,389506319666798592,0,1
citystate,gainesville,fl,29.6516344,-82.3248262,1004875070,389506310716534784,0,1
knowncity,new orleans,unk,29.97,-90.05,488056769,389506299970736128,0,1
citystate,sun city,az,33.5975393,-112.2718239,213459168,389506292408393728,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506274615767040,0,1
citystate,lafayette,la,30.2240897,-92.0198427,439630906,389506258694578177,0,1
citystate,austin,tx,30.267153,-97.7430608,22837029,389506247587667968,0,1
knowncity,greensboro,unk,36.08,-79.82,99778641,389506240801669120,0,1
knowncity,bridgeport,unk,41.19,-73.2,216787034,389506240118005760,0,1
citystate,metairie,la,29.9840922,-90.1528519,41169894,389506232467607552,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506224493830144,0,1
geo,unk,unk,40.78060972,-72.94719802,1640859918,389506221918924800,0,1
citystate,cleveland,oh,41.4994954,-81.6954088,322406425,389506211642490881,0,1
geo,unk,unk,43.21279764,-79.67105883,279662951,389506208602013696,0,1
citystate,needville,tx,29.3994101,-95.8377297,357955533,389506197725786112,0,1
knowncity,nyc,unk,40.72,-74,103717958,389506179539668992,0,1
geo,unk,unk,29.5655145,-95.67170723,183607193,389506167921061889,0,1
geo,unk,unk,30.21799643,-97.79647216,49541362,389506166805393409,0,1
citystate,arlington,tx,32.735687,-97.1080656,198617574,389506162518802432,0,1
citystate,mexia,tx,31.6798895,-96.482203,348338464,389506148933443585,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506145246650368,0,1
citystate,miami,fl,25.7742658,-80.1936589,1671900116,389506141103071232,0,1
citystate,dillon,sc,34.4165505,-79.3711579,319320959,389506140834656256,0,1
knowncity,baltimore,unk,39.28,-76.62,149826815,389506140620730368,0,1
citystate,muncie,in,40.1933767,-85.3863599,174502616,389506133385543680,0,1
citystate,garland,tx,32.912624,-96.6388833,237053084,389506133058019329,0,1
citystate,chattanooga,tn,35.0456297,-85.3096801,296076080,389506120005742592,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,617877400,389506110199451648,0,1
citystate,franklin,tn,35.9250637,-86.86889,15186600,389506107930316800,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506086358622208,0,1
citystate,deer park,tx,29.7052284,-95.1238204,190892916,389506069867008000,0,1
llprofile,unk,unk,29.705691,-95.494821,468863012,389506064057503744,0,1
citystate,denton,tx,32.2587418,-99.5395219,338861610,389506063126368256,0,1
citystate,oxford,ms,31.267951,-90.8981584,52523083,389506053869953024,0,1
knowncity,houston,unk,29.76,-95.38,954821504,389506046386921472,0,1
citystate,suffolk,va,36.7282054,-76.5835621,423185256,389506045548453888,0,1
geo,unk,unk,36.87725053,-76.30721612,161336322,389506042985721856,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389506034961629184,0,1
geo,unk,unk,29.42813935,-98.79721959,889969466,389506033661407232,0,1
citystate,tampa,fl,27.9475216,-82.4584279,394130079,389506033611055104,0,1
geo,unk,unk,35.46415372,-82.51111916,349128836,389506026946691072,0,1
citystate,charleston,sc,32.7765656,-79.9309216,110945437,389505989894238208,0,1
citystate,havelock,nc,34.8790492,-76.9013301,284055885,389505987667062784,0,1
citystate,washington,dc,38.8951118,-77.0363658,16116288,389505977244221441,0,1
citystate,houston,tx,29.7632836,-95.3632715,104949976,389505971875483648,0,1
knowncity,cincinnati,unk,39.13,-84.5,1160420388,389505958914715648,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389505947309064192,0,1
citystate,bainbridge,ga,30.9037995,-84.5754699,268608821,389505945031954432,0,1
citystate,birmingham,al,33.5206608,-86.80249,55987486,389505926442385408,0,1
geo,unk,unk,34.82226854,-87.65763676,953011116,389505925662638080,0,1
geo,unk,unk,33.62205328,-112.36395932,1029448926,389505916120219648,0,1
geo,unk,unk,41.44505277,-87.67836772,246510308,389505909753257984,0,1
citystate,dallas,tx,32.7830556,-96.8066667,102430227,389505901985398784,0,1
knowncity,new orleans,unk,29.97,-90.05,58519443,389505899049783296,0,1
citystate,louisville,ky,38.2542376,-85.759407,1365091302,389505898697076736,0,1
citystate,surry,va,37.1379265,-76.8352384,549713635,389505893962104832,0,1
citystate,charleston,sc,32.7765656,-79.9309216,42761993,389505870444642305,0,1
citystate,miami,fl,25.7742658,-80.1936589,308264888,389505856527945728,0,1
citystate,murfreesboro,tn,35.8456213,-86.39027,426172325,389505853281546240,0,1
citystate,rosharon,tx,29.3521841,-95.460219,31212331,389505850274222080,0,1
geo,unk,unk,42.86742381,-78.86389188,1357850443,389505845211725825,0,1
knowncity,philly,unk,39.95,-75.17,1278688836,389505819701936128,0,1
citystate,greensboro,nc,36.0726355,-79.7919754,450252988,389505812072497152,0,1
citystate,baltimore,md,39.2903848,-76.6121893,24789570,389505807592615936,0,1
citystate,gaffney,sc,35.0717945,-81.6498195,535454548,389505804702740481,0,1
citystate,victoria,tx,31.5979455,-96.776656,1363665654,389505801364054016,0,1
citystate,dallas,tx,32.7830556,-96.8066667,242097497,389505789309620225,0,1
knowncity,miami florida usa,unk,25.78,-80.22,1645528784,389505778345709568,0,1
geo,unk,unk,31.8775754,-102.3471083,75172760,389505760956145664,0,1
citystate,lockport,la,29.6460467,-90.5392524,414450156,389505737849708544,0,1
geo,unk,unk,32.9369564,-97.2307223,40141853,389505727699509249,0,1
geo,unk,unk,35.19919837,-86.09622784,811395186,389505727687311360,0,1
llprofile,unk,unk,30.157879,-93.241068,30155288,389505726063722496,0,1
knowncity,philadelphia,unk,39.95,-75.17,221146279,389505723551723520,0,1
citystate,ithaca,ny,42.4406284,-76.4966071,432248716,389505721861410817,0,1
citystate,garland,tx,32.912624,-96.6388833,593860297,389505708925808640,0,1
knowncity,new york city,unk,40.72,-74,53100448,389505704467660800,0,1
citystate,savannah,ga,32.0835407,-81.0998342,977189498,389505693939957760,0,1
citystate,bronx,ny,40.8501002,-73.8662464,26035666,389505690773254144,0,1
citystate,lexington,ky,37.9886892,-84.4777153,341735899,389505676269322240,0,1
knowncity,dallas,unk,32.78,-96.8,1864616635,389505668803481600,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,46588392,389505667826200576,0,1
citystate,brentwood,ny,40.7812093,-73.2462273,194995212,389505652730908672,0,1
geo,unk,unk,29.88211358,-95.30391318,32739864,389505651547729921,0,1
knowncity,chicago,unk,41.88,-87.62,240851738,389505625647890432,0,1
ut,unk,unk,39.1732621,-76.8882398,33971080,389505623567912963,0,1
citystate,jackson,ms,32.2987573,-90.1848103,29761437,389505621701046272,0,1
citystate,hendersonville,tn,36.3047735,-86.6199957,442855341,389505609554755584,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,301098951,389505606681645056,0,1
geo,unk,unk,41.83772415,-72.70086862,292733074,389505599714910208,0,1
citystate,houston,tx,29.7632836,-95.3632715,60940738,389505590361202688,0,1
citystate,myrtle beach,sc,33.6890603,-78.8866943,308235543,389505581213839361,0,1
citystate,boyd,tx,33.6520481,-96.1797013,581859731,389505571545563136,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,25597969,389505570166026241,0,1
geo,unk,unk,30.36526687,-87.16960159,74530870,389505551773609984,0,1
citystate,manchester,ct,41.7759324,-72.5214755,509377659,389505527715086336,0,1
knowncity,chicago il ,unk,41.88,-87.62,156003694,389505525957660672,0,1
geo,unk,unk,32.44129306,-99.76028477,381736490,389505514733703168,0,1
citystate,greenville,sc,34.8526176,-82.3940105,124176879,389505489354375170,0,1
citystate,whitehouse,tx,32.2268212,-95.2255041,47832885,389505473340125184,0,1
citystate,denton,tx,32.2587418,-99.5395219,67687315,389505461097340928,0,1
citystate,boone,nc,36.216795,-81.6745517,66539833,389505455032385536,0,1
citystate,haines city,fl,28.1141841,-81.6178536,562356287,389505454512275456,0,1
citystate,hopkinsville,ky,36.8656009,-87.4886186,1000680368,389505449445191680,0,1
citystate,savannah,ga,32.0835407,-81.0998342,53483768,389505428247564288,0,1
citystate,fort mill,sc,35.0073697,-80.9450759,1486283996,389505427299258368,0,1
knowncity,miami,unk,25.78,-80.22,67523425,389505422488379392,0,1
citystate,decatur,al,34.6059254,-86.9833417,224907614,389505420223471616,0,1
geo,unk,unk,31.25551817,-82.19298474,1069694690,389505402893008896,0,1
llprofile,unk,unk,29.705691,-95.494821,468863012,389505392297795584,0,1
knowncity,detroit,unk,42.33,-83.05,273947201,389505349306159104,0,1
citystate,baton rouge,la,30.4507462,-91.154551,1035946662,389505340535889920,0,1
citystate,laredo,tx,27.506407,-99.5075421,39604552,389505310685024256,0,1
citystate,decatur,ga,33.7748275,-84.2963123,147704117,389505306968870912,0,1
citystate,chicago,il,41.850033,-87.6500523,501466903,389505299704324096,0,1
citystate,columbia,sc,34.0007104,-81.0348144,223666861,389505286496866305,0,1
knowncity,atlanta,unk,33.75,-84.39,90127244,389505277797892098,0,1
ut,unk,unk,40.696799,-73.78163,31135984,389505275235172353,0,1
citystate,louisville,ky,38.2542376,-85.759407,628926878,389505270730461184,0,1
citystate,austin,tx,30.267153,-97.7430608,298116522,389505261125111808,0,1
citystate,portland,or,45.5234515,-122.6762071,30946195,389505247862743040,0,1
citystate,fort wayne,in,41.1306041,-85.1288597,29477921,389505234596134912,0,1
citystate,auburn,al,32.6098566,-85.4807825,160801816,389505232931418113,0,1
geo,unk,unk,40.48650474,-74.4459835,525819710,389505231203364864,0,1
citystate,baltimore,md,39.2903848,-76.6121893,242549901,389505229164933120,0,1
geo,unk,unk,34.82128099,-82.26447183,546956906,389505226375692288,0,1
citystate,lancaster,tx,32.5920798,-96.7561083,1139970049,389505218863312897,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,301098951,389505215633690625,0,1
geo,unk,unk,34.78380278,-86.56148227,261353933,389505215587975168,0,1
knowncity,houston,unk,29.76,-95.38,205139386,389505208797376512,0,1
geo,unk,unk,32.70578443,-97.36019142,366428380,389505204850139136,0,1
citystate,lorain,oh,41.452819,-82.1823746,1676656098,389505202497134594,0,1
citystate,cincinnati,oh,39.1620036,-84.4568863,340045544,389505201268617216,0,1
citystate,richmond,va,37.5537575,-77.4602617,1119702631,389505193903423488,0,1
knowncity,nyc,unk,40.72,-74,392025319,389505183602204672,0,1
citystate,chicago,il,41.850033,-87.6500523,556163339,389505165205581824,0,1
knowncity,nyc,unk,40.72,-74,426962696,389505163750572032,0,1
knowncity,miami,unk,25.78,-80.22,519174806,389505146561916928,0,1
citystate,wesley chapel,fl,28.2397301,-82.3278658,121272007,389505102811525120,0,1
knowncity,houston,unk,29.76,-95.38,954821504,389505092312784896,0,1
knowncity,atl,unk,33.75,-84.39,159734070,389505084385935360,0,1
geo,unk,unk,29.95654155,-89.97398115,383040226,389505083416653824,0,1
knowncity,vegas,unk,36.18,-115.14,244802597,389505051645214720,0,1
geo,unk,unk,30.95017076,-92.10673571,575811244,389505051422494720,0,1
geo,unk,unk,32.23674224,-110.94561411,412732101,389505046792007680,0,1
citystate,houston,tx,29.7632836,-95.3632715,29307665,389505029263990784,0,1
citystate,detroit,mi,42.331427,-83.0457538,429315006,389505024948469761,0,1
citystate,mesa,az,33.4222685,-111.8226402,859219448,389505022641188864,0,1
knowncity,new orleans,unk,29.97,-90.05,340453389,389505015679025152,0,1
citystate,cambridge,ma,42.375097,-71.1056079,257352614,389505008678756353,0,1
citystate,birmingham,al,33.5206608,-86.80249,48375642,389504997232488448,0,1
geo,unk,unk,40.44305793,-79.97057081,282373331,389504993965125632,0,1
citystate,new york,ny,40.7142691,-74.0059729,102890752,389504989728870400,0,1
citystate,dallas,tx,32.7830556,-96.8066667,266781582,389504988541509632,0,1
citystate,carencro,la,30.317144,-92.0490096,77938819,389504984842121217,0,1
citystate,carmel,in,39.9783711,-86.1180435,112069672,389504972292759552,0,1
citystate,new orleans,la,29.9546482,-90.075072,373190289,389504971843977216,0,1
citystate,miami,fl,25.7742658,-80.1936589,363656274,389504971227820032,0,1
citystate,phoenix,az,33.4483771,-112.0740373,132012270,389504967758716929,0,1
geo,unk,unk,32.71558537,-96.70725016,31032566,389504967259602945,0,1
knowncity,houston,unk,29.76,-95.38,96397988,389504960229941248,0,1
citystate,dallas,tx,32.7830556,-96.8066667,241747875,389504955196784640,0,1
citystate,houston,tx,29.7632836,-95.3632715,34739854,389504954920353792,0,1
citystate,decatur,al,34.6059254,-86.9833417,579559809,389504949778145280,0,1
geo,unk,unk,41.8857333,-87.72120726,98206951,389504937647816704,0,1
geo,unk,unk,34.74097707,-86.6441987,434153371,389504922930397184,0,1
geo,unk,unk,33.51208924,-101.88817768,320986111,389504913396346880,0,1
citystate,racine,wi,42.7261309,-87.7828523,840430321,389504908614828032,0,1
citystate,lynchburg,va,37.4137536,-79.1422464,335496318,389504901912743937,0,1
citystate,murfreesboro,tn,35.8456213,-86.39027,264986072,389504900721176576,0,1
knowncity,chicago,unk,41.88,-87.62,1586003414,389504877996437504,0,1
geo,unk,unk,32.74092738,-96.81644811,80463033,389504873797914624,0,1
citystate,summerville,sc,33.0185039,-80.1756481,56469840,389504866407956480,0,1
citystate,columbus,ga,32.4609764,-84.9877094,248908762,389504855527936000,0,1
geo,unk,unk,33.81965795,-85.76688561,274159002,389504847797436416,0,1
knowncity,philly,unk,39.95,-75.17,112627007,389504838402584576,0,1
knowncity,miami,unk,25.78,-80.22,1535637452,389504833327091712,0,1
citystate,atascocita,tx,29.9988306,-95.1765978,348101682,389504829699002368,0,1
citystate,lakeland,fl,28.0394654,-81.9498042,62701250,389504789987356673,0,1
geo,unk,unk,38.2388544,-85.8088455,619618607,389504788020625408,0,1
ut,unk,unk,27.893742,-82.689133,60759863,389504778407260160,0,1
knowncity,philly,unk,39.95,-75.17,160311273,389504772010950656,0,1
knowncity,pittsburgh,unk,40.44,-80,340111285,389504744340729856,0,1
geo,unk,unk,32.92954344,-96.38651812,279314347,389504736635793408,0,1
knowncity,baton rouge,unk,30.45,-91.14,180630103,389504732475060224,0,1
citystate,dallas,tx,32.7830556,-96.8066667,30572956,389504722681348096,0,1
citystate,denton,tx,32.2587418,-99.5395219,31091252,389504702632579072,0,1
knowncity,houston,unk,29.76,-95.38,323561340,389504696496291840,0,1
geo,unk,unk,39.84335066,-84.27184417,1891863186,389504696081055744,0,1
citystate,galveston,tx,29.3013889,-94.7977778,458834029,389504686169923584,0,1
citystate,alexandria,va,36.7713889,-76.1977778,131839804,389504656721723392,0,1
geo,unk,unk,43.12373853,-77.62397259,524866597,389504650464223232,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,913101986,389504649432018944,0,1
geo,unk,unk,39.61891619,-84.15815801,137073614,389504638833029120,0,1
citystate,boston,ma,42.3584308,-71.0597732,539700945,389504627408109568,0,1
knowncity,boston,unk,42.35,-71.06,34669471,389504626430849024,0,1
citystate,dallas,tx,32.7830556,-96.8066667,30751423,389504625218297856,0,1
geo,unk,unk,39.92717066,-75.19502515,25278596,389504620885987328,0,1
knowncity,atlanta,unk,33.75,-84.39,44532132,389504603496013825,0,1
citystate,north richland hills,tx,32.8342952,-97.2289029,988761984,389504590460112897,0,1
citystate,lima,oh,39.0642437,-82.1198666,28942693,389504589273518081,0,1
citystate,greenville,nc,35.612661,-77.3663538,46912509,389504584412332032,0,1
citystate,mesa,az,33.4222685,-111.8226402,137898797,389504573536104448,0,1
geo,unk,unk,37.4947065,-77.1510418,1893065208,389504573167374336,0,1
knowncity,indianapolis,unk,39.79,-86.14,39559688,389504552225214464,0,1
citystate,springfield,ma,42.1014831,-72.589811,24950678,389504544318963712,0,1
citystate,dallas,tx,32.7830556,-96.8066667,188975572,389504538714980352,0,1
citystate,bridgeport,ct,41.1670412,-73.2048348,707255623,389504514883354624,0,1
citystate,tucson,az,32.2217429,-110.926479,128704400,389504514811645952,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,212672765,389504509703380993,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,322361212,389504499377008640,0,1
citystate,galveston,tx,29.3013889,-94.7977778,458834029,389504496226693120,0,1
geo,unk,unk,31.0641998,-97.460994,596244099,389504487821299712,0,1
citystate,baltimore,md,39.2903848,-76.6121893,337934184,389504487154786304,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,11962542,389504479621808129,0,1
citystate,orlando,fl,28.5383355,-81.3792365,1222032564,389504472147570688,0,1
knowncity,atl,unk,33.75,-84.39,605976052,389504466803650560,0,1
geo,unk,unk,32.41406817,-81.78668272,100702141,389504464744624128,0,1
knowncity,milwaukee,unk,43.05,-87.95,339419487,389504463553433600,0,1
citystate,athens,ga,33.960948,-83.3779358,45969336,389504463268237312,0,1
citystate,nashville,tn,36.1658899,-86.7844432,49482830,389504438819643392,0,1
citystate,madisonville,tn,35.5197984,-84.3635338,864784970,389504428103172097,0,1
citystate,dallas,tx,32.7830556,-96.8066667,241747875,389504425649127424,0,1
citystate,ocala,fl,29.1871986,-82.1400923,852156601,389504425347526656,0,1
geo,unk,unk,33.46825248,-81.99512008,538588509,389504420083695616,0,1
citystate,alexandria,va,36.7713889,-76.1977778,131839804,389504406850260992,0,1
geo,unk,unk,43.11464829,-79.04885542,745209248,389504404857966592,0,1
citystate,nashville,tn,36.1658899,-86.7844432,48031512,389504401666494464,0,1
citystate,baker,la,30.5882429,-91.168163,1332716216,389504392002805760,0,1
geo,unk,unk,43.15380653,-79.26399381,34940972,389504383912005632,0,1
citystate,pace,fl,30.5993603,-87.1610808,46954159,389504371782066176,0,1
citystate,new orleans,la,29.9546482,-90.075072,374631781,389504366211649536,0,1
citystate,pittsburgh,pa,40.4406248,-79.9958864,183753455,389504353306152960,0,1
knowncity,dallas,unk,32.78,-96.8,336912608,389504349883232256,0,1
geo,unk,unk,34.6447695,-79.6837378,318206891,389504335312592896,0,1
geo,unk,unk,33.9677982,-84.164088,253362048,389504322486419457,0,1
knowncity,slc ut,unk,40.75,-111.88,875179489,389509558076317696,1,1
citystate,saint louis,mo,38.6272733,-90.1978889,280797340,389509426597462016,1,1
knowncity,la,unk,34.05,-118.25,1191406944,389509360923070464,1,1
knowncity,la,unk,34.05,-118.25,35291103,389509327637471232,1,1
citystate,memphis,tn,35.1495343,-90.0489801,229015015,389509304069267456,1,1
geo,unk,unk,38.94748626,-92.29783921,902142278,389509243318976512,1,1
citystate,memphis,tn,35.1495343,-90.0489801,175517312,389509229611991040,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,561637991,389509200218718208,1,1
knowncity,denver,unk,39.74,-104.98,107986234,389509092919635968,1,1
citystate,yukon,ok,35.5067215,-97.7625442,947004403,389508982903033856,1,1
knowncity,la,unk,34.05,-118.25,335439782,389508729537720320,1,1
citystate,memphis,tn,35.1495343,-90.0489801,175517312,389508722189275136,1,1
citystate,purcell,ok,35.0136831,-97.3611395,225193583,389508638206730241,1,1
citystate,norfolk,ne,42.0283379,-97.4169964,271180358,389508601036800000,1,1
knowncity,albuquerque new mexico usa,unk,35.11,-106.61,435917873,389508569600512000,1,1
knowncity,denver,unk,39.74,-104.98,472578799,389508554895290368,1,1
knowncity,la,unk,34.05,-118.25,35291103,389508499350106113,1,1
citystate,wichita,ks,37.6922361,-97.3375448,1570574671,389508424150446080,1,1
citystate,galesburg,il,40.9478158,-90.3712395,235831132,389508362683301888,1,1
geo,unk,unk,38.9282773,-94.5190712,617916903,389508212552400896,1,1
citystate,ogden,ut,41.223,-111.9738304,167333751,389508207204237313,1,1
citystate,memphis,tn,35.1495343,-90.0489801,175517312,389508204092092416,1,1
citystate,denver,co,39.7391536,-104.9847034,509292179,389508062073327617,1,1
geo,unk,unk,38.70694817,-90.31356813,21834292,389508050102792192,1,1
knowncity,la,unk,34.05,-118.25,634006507,389508047824896000,1,1
knowncity,la,unk,34.05,-118.25,32364787,389507993047285761,1,1
citystate,gladstone,mo,39.2038918,-94.554677,975481958,389507796657385472,1,1
citystate,liberal,ks,37.0430812,-100.920999,747860617,389507604461780993,1,1
citystate,wichita falls,tx,33.9137085,-98.4933873,163750131,389507476271280129,1,1
knowncity,memphis,unk,35.11,-89.97,844826658,389507458257137664,1,1
citystate,durant,ok,33.9939861,-96.370824,474383590,389507426984005632,1,1
knowncity,denver,unk,39.74,-104.98,372371529,389507297019715584,1,1
geo,unk,unk,33.87503339,-98.52411314,67541299,389507222352326656,1,1
citystate,stillwater,ok,36.1156071,-97.0583681,436255642,389507204258484226,1,1
citystate,pauls valley,ok,34.7400809,-97.2222451,191687934,389507069096624128,1,1
citystate,raytown,mo,39.0086171,-94.4635638,52189683,389507062033432576,1,1
citystate,marshall,mo,39.1230777,-93.1968704,71592960,389506775923183616,1,1
knowncity,la,unk,34.05,-118.25,21876081,389506772148301825,1,1
geo,unk,unk,35.36199378,-93.09430452,1373340967,389506653059428352,1,1
citystate,wichita,ks,37.6922361,-97.3375448,1570574671,389506540996022272,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,482401086,389506480346374144,1,1
geo,unk,unk,34.95011749,-92.57684195,313936373,389506427678490624,1,1
citystate,wichita falls,tx,33.9137085,-98.4933873,1902508806,389506419445096448,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,301523773,389506339119976448,1,1
citystate,wichita falls,tx,33.9137085,-98.4933873,1093589498,389506143707357184,1,1
citystate,colorado springs,co,38.8338816,-104.8213634,135247957,389506067987582976,1,1
citystate,minneapolis,mn,44.9799654,-93.2638361,444244704,389505986311880704,1,1
knowncity,st louis,unk,38.63,-90.2,333680326,389505984776777728,1,1
citystate,kansas city,mo,39.0997266,-94.5785667,482401086,389505875863285760,1,1
citystate,stillwater,ok,36.1156071,-97.0583681,180917373,389505859237064704,1,1
geo,unk,unk,44.93949062,-93.19472652,266674404,389505847413325824,1,1
knowncity,la,unk,34.05,-118.25,188846956,389505795827580928,1,1
geo,unk,unk,38.66095152,-90.20977896,479189411,389505573479129088,1,1
knowncity,denver,unk,39.74,-104.98,108802216,389505557524008960,1,1
citystate,aurora,co,39.7294319,-104.8319195,1052904428,389505454167965696,1,1
citystate,norfolk,ne,42.0283379,-97.4169964,321063576,389505130086690816,1,1
